"journal_name","issn","e_issn","category","edition","total_citations","impact_factor_2023","jif_quartile","jci_2023","percent_oa_gold"
"BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE","0001-4079","2271-4820","MEDICINE, GENERAL & INTERNAL","('SCIE',)","464","0.3","Q3","0.05","53.66"
"Bulletin de la Societe Linneenne de Lyon","2554-5280","","BIOLOGY","('SCIE',)","225","0.3","Q4","0.05","0.00"
"Chemical Bulletin of Kazakh National University","1563-0331","2312-7554","CHEMISTRY, MULTIDISCIPLINARY","('ESCI',)","28","0.3","Q4","0.05","95.35"
"CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS","0094-3061","1939-8638","SOCIOLOGY","('SSCI',)","1,814","0.3","Q4","0.05","0.00"
"Cuadernos de Neuropsicologia-Panamerican Journal of Neuropsychology","0718-4123","0718-4123","PSYCHOLOGY, BIOLOGICAL","('ESCI',)","73","0.3","Q4","0.05","0.00"
"CUHSO-Cultura-Hombre-Sociedad","0716-1557","0719-2789","SOCIAL ISSUES","('ESCI',)","88","0.3","Q4","0.05","58.54"
"Diritti Umani e Diritto Internazionale","1971-7105","1972-5485","('INTERNATIONAL RELATIONS', 'LAW')","('ESCI', 'ESCI')","82","0.3","('Q4', 'Q3')","0.05","0.00"
"Egyptian Journal of Critical Care Medicine","2090-7303","2090-9209","CRITICAL CARE MEDICINE","('ESCI',)","71","0.3","Q4","0.05","11.54"
"ENTRE CIENCIA E INGENIERIA","1909-8367","2539-4169","ENGINEERING, MULTIDISCIPLINARY","('ESCI',)","54","0.3","Q4","0.05","100.00"
"Enunciacion","0122-6339","2248-6798","EDUCATION & EDUCATIONAL RESEARCH","('ESCI',)","59","0.3","Q4","0.05","87.67"
"Galician Medical Journal","2306-4285","2414-1518","MEDICINE, GENERAL & INTERNAL","('ESCI',)","37","0.3","Q3","0.05","98.84"
"Geographical Review of Japan-Series B","1883-4396","1883-4396","GEOGRAPHY, PHYSICAL","('ESCI',)","39","0.3","Q4","0.05","21.43"
"Geotechnical Engineering","0046-5828","0046-5828","ENGINEERING, GEOLOGICAL","('ESCI',)","411","0.3","Q4","0.05","0.00"
"Global Environment","1973-3739","2053-7352","ENVIRONMENTAL STUDIES","('ESCI',)","87","0.3","Q4","0.05","18.18"
"Gondola-Ensenanza y Aprendizaje de las Ciencias","2346-4712","2145-4981","EDUCATION, SCIENTIFIC DISCIPLINES","('ESCI',)","69","0.3","Q4","0.05","65.12"
"HIV & AIDS Review","1730-1270","1732-2707","INFECTIOUS DISEASES","('ESCI',)","104","0.3","Q4","0.05","100.00"
"IIUM Medical Journal Malaysia","1823-4631","2735-2285","MEDICINE, GENERAL & INTERNAL","('ESCI',)","89","0.3","Q3","0.05","0.00"
"International Journal of Nanotechnology","1475-7435","1741-8151","('MATERIALS SCIENCE, MULTIDISCIPLINARY', 'NANOSCIENCE & NANOTECHNOLOGY')","('SCIE', 'SCIE')","512","0.3","('Q4', 'Q4')","0.05","0.00"
"INTERNATIONAL JOURNAL OF POWDER METALLURGY","0888-7462","0888-7462","METALLURGY & METALLURGICAL ENGINEERING","('SCIE',)","182","0.3","Q4","0.05","0.00"
"Journal of Organisational Studies and Innovation","2056-9122","2056-9130","MANAGEMENT","('ESCI',)","20","0.3","Q4","0.05","0.00"
"JOURNAL OF POLYMER MATERIALS","0973-8622","","POLYMER SCIENCE","('SCIE',)","179","0.3","Q4","0.05","0.00"
"KAGAKU KOGAKU RONBUNSHU","0386-216X","","ENGINEERING, CHEMICAL","('SCIE',)","308","0.3","Q4","0.05","0.00"
"Korean Journal of Materials Research","1225-0562","2287-7258","MATERIALS SCIENCE, MULTIDISCIPLINARY","('ESCI',)","264","0.3","Q4","0.05","37.40"
"MICROWAVE JOURNAL","0192-6225","","('ENGINEERING, ELECTRICAL & ELECTRONIC', 'TELECOMMUNICATIONS')","('SCIE', 'SCIE')","361","0.3","('Q4', 'Q4')","0.05","0.00"
"RDBCI-Revista Digital de Biblioteconomia e Ciencia da Informacao","","1678-765X","INFORMATION SCIENCE & LIBRARY SCIENCE","('ESCI',)","74","0.3","Q4","0.05","71.96"
"Revista Brasileira de Marketing","2177-5184","2177-5184","BUSINESS","('ESCI',)","493","0.3","Q4","0.05","89.34"
"Revista Cubana de Ciencias Forestales","2310-3469","2310-3469","FORESTRY","('ESCI',)","71","0.3","Q4","0.05","0.00"
"Revista del Cuerpo Medico del Hospital Nacional Almanzor Aguinaga Asenjo","2225-5109","2227-4731","MEDICINE, GENERAL & INTERNAL","('ESCI',)","112","0.3","Q3","0.05","61.74"
"Revista Geografica Venezolana","1012-1617","2244-8853","GEOGRAPHY","('ESCI',)","81","0.3","Q4","0.05","3.41"
"Revista Gestion de las Personas y Tecnologia","0718-5693","0718-5693","MANAGEMENT","('ESCI',)","22","0.3","Q4","0.05","41.18"
"Revista Mad-Revista del Magister en Analisis Sistemico Aplicado a la Sociedad","0718-0527","0718-0527","SOCIAL SCIENCES, INTERDISCIPLINARY","('ESCI',)","22","0.3","Q3","0.05","0.00"
"Sante Publique","0995-3914","2104-3841","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","('SCIE',)","520","0.3","Q4","0.05","0.34"
"Scientia Medica","1806-5562","1980-6108","MEDICINE, GENERAL & INTERNAL","('ESCI',)","142","0.3","Q3","0.05","95.59"
"Scientific Study and Research-Chemistry and Chemical Engineering Biotechnology Food Industry","1582-540X","1582-540X","CHEMISTRY, MULTIDISCIPLINARY","('ESCI',)","192","0.3","Q4","0.05","0.00"
"Southern African Journal of Accountability and Auditing Research-SAJAAR","1028-9011","1028-9011","BUSINESS, FINANCE","('ESCI',)","33","0.3","Q4","0.05","0.00"
"Turk Onkoloji Dergisi-Turkish Journal of Oncology","1300-7467","1300-7467","ONCOLOGY","('ESCI',)","115","0.3","Q4","0.05","94.79"
"US PHARMACIST","0148-4818","2331-3501","PHARMACOLOGY & PHARMACY","('ESCI',)","332","0.3","Q4","0.05","0.00"
"Video-Assisted Thoracic Surgery","2519-0792","2519-0792","SURGERY","('ESCI',)","63","0.3","Q4","0.05","96.91"
"Barataria-Revista Castellano-Manchega de Ciencias Sociales","1575-0825","2172-3184","SOCIAL SCIENCES, INTERDISCIPLINARY","('ESCI',)","55","0.3","Q3","0.04","61.11"
"Cadernos de Geografia","0871-1623","2183-4016","GEOGRAPHY","('ESCI',)","44","0.3","Q4","0.04","100.00"
"Cepal Review","0251-2920","1684-0348","ECONOMICS","('SSCI',)","511","0.3","Q4","0.04","0.00"
"CHEMICAL AND PETROLEUM ENGINEERING","0009-2355","1573-8329","ENGINEERING, CHEMICAL","('ESCI',)","403","0.3","Q4","0.04","0.00"
"Clinical Management Issues","1973-4832","2283-3137","MEDICINE, GENERAL & INTERNAL","('ESCI',)","11","0.3","Q3","0.04","100.00"
"Cuadernos de Documentacion Multimedia","1575-9733","1575-9733","INFORMATION SCIENCE & LIBRARY SCIENCE","('ESCI',)","24","0.3","Q4","0.04","100.00"
"Diabetes Stoffwechsel und Herz","1861-7603","1861-7603","ENDOCRINOLOGY & METABOLISM","('SCIE',)","38","0.3","Q4","0.04","0.00"
"Generations","0738-7806","2694-5126","GERONTOLOGY","('SSCI',)","656","0.3","Q4","0.04","0.00"
"Glass Technology-European Journal of Glass Science and Technology Part A","1753-3546","1753-3554","MATERIALS SCIENCE, CERAMICS","('SCIE',)","322","0.3","Q4","0.04","0.00"
"Iatreia","0121-0793","2011-7965","MEDICINE, GENERAL & INTERNAL","('ESCI',)","109","0.3","Q3","0.04","51.61"
"Indian Journal of Medical and Paediatric Oncology","0971-5851","0975-2129","ONCOLOGY","('ESCI',)","779","0.3","Q4","0.04","99.31"
"International Journal of Surgery-Oncology","2471-3864","2471-3864","ONCOLOGY","('ESCI',)","104","0.3","Q4","0.04","92.86"
"Journal of Critical & Intensive Care","2717-6428","2717-6428","CRITICAL CARE MEDICINE","('ESCI',)","15","0.3","Q4","0.04","94.83"
"Observatorio Medioambiental","1139-1987","1988-3277","ENVIRONMENTAL STUDIES","('ESCI',)","61","0.3","Q4","0.04","100.00"
"PERIPLO SUSTENTABLE","1870-9036","1870-9036","HOSPITALITY, LEISURE, SPORT & TOURISM","('ESCI',)","97","0.3","Q4","0.04","28.83"
"Problemele Energeticii Regionale","1857-0070","1857-0070","ENERGY & FUELS","('ESCI',)","78","0.3","Q4","0.04","87.97"
"Revista Gestao Organizacional","1983-6635","1983-6635","MANAGEMENT","('ESCI',)","69","0.3","Q4","0.04","92.68"
"Revista Habitat Sustentable","0719-0700","0719-0700","ENGINEERING, ENVIRONMENTAL","('ESCI',)","41","0.3","Q4","0.04","80.77"
"Agrisost","1025-0247","1025-0247","AGRICULTURE, MULTIDISCIPLINARY","('ESCI',)","17","0.3","Q4","0.03","0.00"
"Bibliotecas-Anales de Investigacion","0006-176X","1683-8947","INFORMATION SCIENCE & LIBRARY SCIENCE","('ESCI',)","65","0.3","Q4","0.03","0.00"
"Contabilidade Gestao e Governanca","1984-3925","1984-3925","MANAGEMENT","('ESCI',)","91","0.3","Q4","0.03","67.74"
"Diabetologie","2731-7447","2731-7455","ENDOCRINOLOGY & METABOLISM","('SCIE',)","129","0.3","Q4","0.03","5.05"
"Eureka-Revista Cientifica de Psicologia","2218-0559","2220-9026","PSYCHOLOGY, MULTIDISCIPLINARY","('ESCI',)","90","0.3","Q4","0.03","0.00"
"INGE CUC","0122-6517","2382-4700","ENGINEERING, MULTIDISCIPLINARY","('ESCI',)","51","0.3","Q4","0.03","8.33"
"Journal of Agricultural Machinery","2228-6829","2423-3943","AGRICULTURAL ENGINEERING","('ESCI',)","86","0.3","Q4","0.03","0.00"
"Letras Verdes","1390-6631","1390-6631","ENVIRONMENTAL STUDIES","('ESCI',)","57","0.3","Q4","0.03","100.00"
"Logos Ciencia & Tecnologia","2145-549X","2422-4200","SOCIAL SCIENCES, INTERDISCIPLINARY","('ESCI',)","76","0.3","Q3","0.03","73.91"
"Nephrologie","2731-7463","2731-7471","UROLOGY & NEPHROLOGY","('ESCI',)","106","0.3","Q4","0.03","10.00"
"POSTEPY BIOLOGII KOMORKI","0324-833X","2080-2218","CELL BIOLOGY","('SCIE',)","50","0.3","Q4","0.03","20.51"
"Revista CS en Ciencias Sociales","2011-0324","2011-0324","SOCIAL ISSUES","('ESCI',)","93","0.3","Q4","0.03","92.77"
"Revista Internacional de Estudios Migratorios","2173-1950","2173-1950","DEMOGRAPHY","('ESCI',)","28","0.3","Q4","0.03","50.00"
"Revista Internacional de Pensamiento Politico","1885-589X","2695-575X","POLITICAL SCIENCE","('ESCI',)","57","0.3","Q4","0.03","0.00"
"Revista Latinoamericana de Metodologia de las Ciencias Sociales","1853-7863","1853-7863","SOCIAL SCIENCES, INTERDISCIPLINARY","('ESCI',)","51","0.3","Q3","0.03","100.00"
"SOCIOLOGIE DU TRAVAIL","0038-0296","1777-5701","SOCIOLOGY","('SSCI',)","335","0.3","Q4","0.03","72.22"
"ARCHAEOLOGY","0003-8113","1943-5746","ARCHAEOLOGY","('AHCI',)","269","0.3","","0.02","0.00"
"Journal of the Selva Andina Research Society","2072-9294","2072-9308","MULTIDISCIPLINARY SCIENCES","('ESCI',)","30","0.3","Q4","0.02","4.76"
"PRACTICAL GASTROENTEROLOGY","0277-4208","0277-4208","GASTROENTEROLOGY & HEPATOLOGY","('ESCI',)","161","0.3","Q4","0.02","0.00"
"Revista Universidad Empresa","0124-4639","2145-4558","BUSINESS","('ESCI',)","41","0.3","Q4","0.02","86.67"
"Avances","1562-3297","1562-3297","MULTIDISCIPLINARY SCIENCES","('ESCI',)","60","0.3","Q4","0.01","0.00"
"French Studies in Southern Africa","0259-0247","0259-0247","LANGUAGE & LINGUISTICS","('ESCI',)","11","0.3","","0.01","0.00"
"Revista Brasileira de Direito","1807-1228","2238-0604","LAW","('ESCI',)","100","0.3","Q3","0.01","92.19"
"CHEMISTRY & INDUSTRY","0009-3068","2047-6329","CHEMISTRY, APPLIED","('SCIE',)","419","0.3","Q4","0.00","0.00"
"Revista General de Derecho Constitucional","1886-7650","1886-6212","LAW","('ESCI',)","43","0.3","Q3","0.00","0.00"
"Bulletin of Spanish Studies","1475-3820","1478-3428","LITERATURE, ROMANCE","('AHCI',)","192","0.2","","3.06","13.41"
"FRENCH STUDIES","0016-1128","1468-2931","LITERATURE, ROMANCE","('AHCI',)","166","0.2","","3.02","29.07"
"Nueva Revista Filologia Hispanica","0185-0121","2448-6558","LITERATURE, ROMANCE","('ESCI',)","195","0.2","","2.79","100.00"
"GERMAN LIFE AND LETTERS","0016-8777","1468-0483","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN","('AHCI',)","117","0.2","","2.49","57.89"
"CONTEMPORARY FRENCH AND FRANCOPHONE STUDIES","1740-9292","1740-9306","LITERATURE, ROMANCE","('AHCI',)","108","0.2","","2.16","5.23"
"Pasavento-Revista de Estudios Hispanicos","2255-4505","2255-4505","LITERATURE, ROMANCE","('ESCI',)","37","0.2","","1.99","81.03"
"MODERN LANGUAGE QUARTERLY","0026-7929","","LITERATURE","('AHCI',)","376","0.2","","1.98","0.00"
"Boletin de Literatura Oral","2173-0695","2173-0695","LITERATURE, ROMANCE","('ESCI',)","26","0.2","","1.91","85.48"
"ELH","0013-8304","1080-6547","LITERATURE","('AHCI',)","983","0.2","","1.90","0.00"
"DIACRITICS-A REVIEW OF CONTEMPORARY CRITICISM","0300-7162","1080-6539","LITERARY THEORY & CRITICISM","('AHCI',)","1,227","0.2","","1.88","0.00"
"CRITICAL QUARTERLY","0011-1562","1467-8705","LITERARY REVIEWS","('AHCI',)","205","0.2","","1.85","41.51"
"Magnificat Cultura i Literatura Medievals","2386-8295","2386-8295","MEDIEVAL & RENAISSANCE STUDIES","('ESCI',)","17","0.2","","1.85","97.22"
"BOLETIN DE LA REAL ACADEMIA ESPANOLA","0210-4822","2445-0898","LITERATURE, ROMANCE","('AHCI',)","142","0.2","","1.77","0.00"
"Folk Life-Journal of Ethnological Studies","0430-8778","1759-670X","FOLKLORE","('AHCI',)","39","0.2","","1.65","32.00"
"Folklore-Electronic Journal of Folklore","1406-0957","1406-0949","FOLKLORE","('AHCI',)","94","0.2","","1.63","98.02"
"NOTTINGHAM FRENCH STUDIES","0029-4586","2047-7236","LITERATURE, ROMANCE","('AHCI',)","51","0.2","","1.61","0.00"
"Essays in French Literature and Culture","1835-7040","1835-7040","LITERATURE, ROMANCE","('ESCI',)","14","0.2","","1.50","0.00"
"Romanic Review","0035-8118","2688-5220","LITERATURE, ROMANCE","('ESCI',)","109","0.2","","1.49","0.00"
"Text Matters-A Journal of Literature Theory and Culture","2083-2931","2084-574X","LITERARY THEORY & CRITICISM","('ESCI',)","34","0.2","","1.48","100.00"
"ZEITSCHRIFT FUR ROMANISCHE PHILOLOGIE","0049-8661","1865-9063","('LANGUAGE & LINGUISTICS', 'LITERATURE, ROMANCE')","('AHCI', 'AHCI')","163","0.2","('N/A', 'N/A')","1.47","10.28"
"EXTRAPOLATION","0014-5483","2047-7708","LITERATURE","('AHCI',)","156","0.2","","1.45","2.38"
"Journal of Postcolonial Writing","1744-9855","1744-9863","LITERATURE","('AHCI',)","385","0.2","","1.39","21.57"
"Catedral Tomada-Revista de Critica Literaria Latinoamericana-Journal of Latin American Literary Criticism","2169-0847","2169-0847","LITERARY THEORY & CRITICISM","('ESCI',)","22","0.2","","1.34","97.18"
"REVUE ROMANE","0035-3906","1600-0811","('LANGUAGE & LINGUISTICS', 'LITERATURE, ROMANCE')","('AHCI', 'AHCI')","65","0.2","('N/A', 'N/A')","1.32","2.13"
"GREEK ROMAN AND BYZANTINE STUDIES","0017-3916","2159-3159","CLASSICS","('AHCI',)","649","0.2","","1.31","0.00"
"Applied Theatre Research","2049-3010","2049-3029","THEATER","('ESCI',)","23","0.2","","1.30","0.00"
"Zeitschrift fur Empirische Kulturwissenschaft","2752-1591","2752-1605","FOLKLORE","('AHCI',)","1","0.2","","1.30","0.00"
"Journal of Classics Teaching","1741-7627","2058-6310","CLASSICS","('ESCI',)","40","0.2","","1.29","100.00"
"FOLKLORE","0015-587X","1469-8315","FOLKLORE","('AHCI',)","395","0.2","","1.28","18.46"
"RAMUS-CRITICAL STUDIES IN GREEK AND ROMAN LITERATURE","0048-671X","2202-932X","CLASSICS","('AHCI',)","219","0.2","","1.28","2.78"
"Journal of British Cinema and Television","1743-4521","1755-1714","FILM, RADIO, TELEVISION","('AHCI',)","130","0.2","","1.27","3.17"
"Journal of Literary Studies","0256-4718","1753-5387","('LITERARY THEORY & CRITICISM', 'LITERATURE')","('AHCI', 'AHCI')","133","0.2","('N/A', 'N/A')","1.25","55.07"
"Gripla","1018-5011","","('LITERATURE, GERMAN, DUTCH, SCANDINAVIAN', 'MEDIEVAL & RENAISSANCE STUDIES')","('AHCI', 'AHCI')","47","0.2","('N/A', 'N/A')","1.24","0.00"
"INTERNATIONALES ARCHIV FUR SOZIALGESCHICHTE DER DEUTSCHEN LITERATUR","0340-4528","1865-9128","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN","('AHCI',)","62","0.2","","1.23","4.11"
"Revista de Etnografie si Folclor-Journal of Ethnography and Folklore","0034-8198","0034-8198","FOLKLORE","('AHCI',)","10","0.2","","1.22","0.00"
"DAPHNIS-ZEITSCHRIFT FUR MITTLERE DEUTSCHE LITERATUR","0300-693X","1879-6583","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN","('AHCI',)","79","0.2","","1.21","2.86"
"VIVARIUM-AN INTERNATIONAL JOURNAL FOR THE PHILOSOPHY AND INTELLECTUAL LIFE OF THE MIDDLE AGES AND RENAISSANCE","0042-7543","","('MEDIEVAL & RENAISSANCE STUDIES', 'PHILOSOPHY')","('AHCI', 'AHCI')","167","0.2","('N/A', 'N/A')","1.21","9.38"
"Antichthon","0066-4774","2056-8819","CLASSICS","('AHCI',)","115","0.2","","1.19","9.68"
"Vulcan","2213-459X","2213-4603","HISTORY","('ESCI',)","7","0.2","Q2","1.19","0.00"
"CLASSICAL QUARTERLY","0009-8388","1471-6844","CLASSICS","('AHCI',)","1,861","0.2","","1.18","52.63"
"De Medio Aevo","2255-5889","2255-5889","MEDIEVAL & RENAISSANCE STUDIES","('ESCI',)","35","0.2","","1.17","100.00"
"BYZANTINISCHE ZEITSCHRIFT","0007-7704","1868-9027","MEDIEVAL & RENAISSANCE STUDIES","('AHCI',)","267","0.2","","1.16","6.25"
"Childrens Literature","0092-8208","1543-3374","LITERATURE","('ESCI',)","150","0.2","","1.13","0.00"
"Hipogrifo-Revista de literatura y cultura del Siglo de Oro","2328-1308","2328-1308","('LITERATURE, ROMANCE', 'MEDIEVAL & RENAISSANCE STUDIES')","('ESCI', 'ESCI')","110","0.2","('N/A', 'N/A')","1.13","99.67"
"JOURNAL OF MODERN GREEK STUDIES","0738-1727","1086-3265","HUMANITIES, MULTIDISCIPLINARY","('AHCI',)","144","0.2","","1.13","0.00"
"Mouseion-Journal of the Classical Association of Canada","1496-9343","1913-5416","CLASSICS","('ESCI',)","86","0.2","","1.13","0.00"
"JOURNAL OF MUSICOLOGY","0277-9269","","MUSIC","('AHCI',)","199","0.2","","1.10","0.00"
"Drevnyaya Rus-Voprosy Medievistiki","2071-9574","2071-9574","MEDIEVAL & RENAISSANCE STUDIES","('ESCI',)","79","0.2","","1.08","0.00"
"INDO-IRANIAN JOURNAL","0019-7246","1572-8536","ASIAN STUDIES","('AHCI',)","136","0.2","","1.08","31.25"
"Postmedieval-A Journal of Medieval Cultural Studies","2040-5960","2040-5979","('CULTURAL STUDIES', 'MEDIEVAL & RENAISSANCE STUDIES')","('AHCI, SSCI', 'AHCI')","145","0.2","('Q4', 'N/A')","1.08","20.83"
"VICTORIAN STUDIES","0042-5222","1527-2052","HUMANITIES, MULTIDISCIPLINARY","('AHCI',)","578","0.2","","1.07","0.00"
"Emily Dickinson Journal","1059-6879","1096-858X","('LITERATURE, AMERICAN', 'POETRY')","('AHCI', 'AHCI')","34","0.2","('N/A', 'N/A')","1.06","0.00"
"ISLE-Interdisciplinary Studies in Literature and Environment","1076-0962","1759-1090","LITERATURE","('AHCI',)","283","0.2","","1.05","8.98"
"Early Theatre","1206-9078","1206-9078","THEATER","('ESCI',)","138","0.2","","1.04","0.00"
"Arabica","0570-5398","1570-0585","('HISTORY', 'RELIGION')","('AHCI', 'AHCI')","334","0.2","('Q2', 'N/A')","1.03","8.70"
"Novoe Literaturnoe Obozrenie","0869-6365","","('LITERARY THEORY & CRITICISM', 'LITERATURE, SLAVIC')","('AHCI', 'AHCI')","266","0.2","('N/A', 'N/A')","1.03","0.00"
"Trends in Classics","1866-7473","1866-7481","CLASSICS","('AHCI',)","91","0.2","","1.03","17.95"
"Erudition and the Republic of Letters","2405-5050","2405-5069","HISTORY","('ESCI',)","28","0.2","Q2","1.02","15.15"
"Interdisciplinary Studies of Literature","2520-4920","2616-4566","LITERATURE","('AHCI',)","40","0.2","","1.02","0.00"
"Literary Imagination","1523-9012","1752-6566","LITERARY REVIEWS","('AHCI',)","31","0.2","","1.02","6.52"
"South African Theatre Journal","1013-7548","2163-7660","THEATER","('ESCI',)","55","0.2","","1.01","5.88"
"Studies in History","0257-6430","0973-080X","HISTORY","('ESCI',)","207","0.2","Q2","0.99","6.90"
"GERMAN QUARTERLY","0016-8831","1756-1183","('LANGUAGE & LINGUISTICS', 'LITERATURE, GERMAN, DUTCH, SCANDINAVIAN')","('AHCI', 'AHCI')","161","0.2","('N/A', 'N/A')","0.98","32.65"
"Perspectives on Science and Christian Faith","0892-2675","0892-2675","RELIGION","('ESCI',)","93","0.2","","0.98","0.00"
"Revista Brasileira de Historia","0102-0188","","HISTORY","('AHCI',)","233","0.2","Q2","0.98","98.53"
"Stanislavski Studies","2056-7790","2054-4170","THEATER","('ESCI',)","33","0.2","","0.98","21.62"
"WORDSWORTH CIRCLE","0043-8006","2640-7310","POETRY","('AHCI',)","100","0.2","","0.98","0.00"
"World Literature Studies","1337-9275","1337-9690","LITERATURE","('AHCI',)","47","0.2","","0.98","0.00"
"CRITIQUE-STUDIES IN CONTEMPORARY FICTION","0011-1619","1939-9138","LITERATURE","('AHCI',)","261","0.2","","0.97","15.71"
"LITERATURE AND MEDICINE","0278-9671","1080-6571","LITERATURE","('AHCI',)","236","0.2","","0.97","1.67"
"New Writing-The International Journal for the Practice and Theory of Creative Writing","1479-0726","1943-3107","LITERATURE","('ESCI',)","110","0.2","","0.97","17.72"
"Christian Bioethics","1380-3603","1744-4195","('PHILOSOPHY', 'RELIGION')","('AHCI', 'AHCI')","96","0.2","('N/A', 'N/A')","0.95","6.56"
"East Central Europe","0094-3037","1876-3308","HISTORY","('ESCI',)","79","0.2","Q2","0.95","7.69"
"Studies in Musical Theatre","1750-3159","1750-3167","THEATER","('ESCI',)","34","0.2","","0.95","0.00"
"Irish Economic and Social History","0332-4893","2050-4918","HISTORY","('ESCI',)","71","0.2","Q2","0.94","47.37"
"PUBLIC HISTORIAN","0272-3433","","HISTORY","('AHCI',)","391","0.2","Q2","0.94","3.23"
"Convivium-Exchanges and Interactions in the Arts of Medieval Europe Byzantium and the Mediterranean","2336-3452","2336-808X","MEDIEVAL & RENAISSANCE STUDIES","('ESCI',)","59","0.2","","0.93","0.00"
"International Studies in Catholic Education","1942-2539","1942-2547","RELIGION","('ESCI',)","73","0.2","","0.92","27.42"
"NEOHELICON","0324-4652","1588-2810","LITERATURE","('AHCI',)","158","0.2","","0.92","20.86"
"STUDIA NEOPHILOLOGICA","0039-3274","1651-2308","('LANGUAGE & LINGUISTICS', 'LITERATURE')","('AHCI', 'AHCI')","133","0.2","('N/A', 'N/A')","0.92","18.18"
"Journal of Egyptian History","1874-1657","1874-1665","HISTORY","('ESCI',)","62","0.2","Q2","0.91","0.00"
