"","Rank","Title","Type","SJR","SJR.Best.Quartile","H.index","Total.Docs...2016.","Total.Docs...3years.","Total.Refs.","Total.Cites..3years.","Citable.Docs...3years.","Cites...Doc...2years.","Ref....Doc.","Country","Categories","ISSN","ISSN.1","ISSN.2"
"850",6122,"Current Urology Reports","journal",0.721,"Q2",33,118,315,4337,535,315,1.64,36.75,"United States","Urology (Q2)","15272737; 15346285","15272737","15346285"
"851",6126,"Journal of Child Neurology","journal",0.721,"Q2",88,168,922,6194,1310,878,1.38,36.87,"United States","Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)","08830738","08830738",""
"852",6162,"Histology and Histopathology","journal",0.717,"Q2",80,126,440,7384,878,440,1.97,58.6,"Spain","Histology (Q2); Pathology and Forensic Medicine (Q2)","02133911","02133911",""
"853",6204,"Archives of Oral Biology","journal",0.712,"Q1",71,222,626,8827,1197,614,1.79,39.76,"United Kingdom","Dentistry (miscellaneous) (Q1); Otorhinolaryngology (Q2); Cell Biology (Q3)","00039969","00039969",""
"854",6226,"Clinical and Experimental Nephrology","journal",0.71,"Q2",38,189,465,3069,730,409,1.51,16.24,"Germany","Nephrology (Q2); Physiology (Q3); Physiology (medical) (Q3)","13421751; 14377799","13421751","14377799"
"855",6229,"Nursing Research","journal",0.71,"Q1",77,61,176,2126,286,151,1.79,34.85,"United States","Nursing (miscellaneous) (Q1)","15389847; 00296562","15389847","00296562"
"856",6232,"Analytical Biochemistry","journal",0.709,"Q2",163,348,1117,9932,2595,1108,2.32,28.54,"United States","Biophysics (Q2); Biochemistry (Q3); Cell Biology (Q3); Molecular Biology (Q3)","10960309; 00032697","10960309","00032697"
"857",6255,"Mini-Reviews in Medicinal Chemistry","journal",0.707,"Q1",72,193,381,18072,1033,358,2.48,93.64,"United Arab Emirates","Medicine (miscellaneous) (Q1); Drug Discovery (Q2); Pharmacology (Q2)","13895575; 18755607","13895575","18755607"
"858",6283,"Journal of Infection and Chemotherapy","journal",0.704,"Q2",50,183,579,3656,961,529,1.88,19.98,"United Kingdom","Infectious Diseases (Q2); Microbiology (medical) (Q2); Pharmacology (medical) (Q2)","14377780; 1341321X","14377780","1341321X"
"859",6284,"Evidence-Based Complementary and Alternative Medicine","journal",0.704,"Q1",58,662,3058,27710,6186,2916,1.83,41.86,"Egypt","Complementary and Alternative Medicine (Q1)","1741427X; 17414288","1741427X","17414288"
"860",6312,"Journal of Medicinal Food","journal",0.701,"Q1",62,149,514,5747,1086,505,2.1,38.57,"United States","Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q2)","1096620X","1096620X",""
"861",6392,"Lipids","journal",0.693,"Q2",106,127,368,6015,682,348,1.9,47.36,"United States","Organic Chemistry (Q2); Biochemistry (Q3); Cell Biology (Q3)","00244201","00244201",""
"862",6402,"International Journal of Microbiology","journal",0.692,"Q2",24,45,96,1803,223,95,2.55,40.07,"Egypt","Microbiology (medical) (Q2); Microbiology (Q3)","1687918X; 16879198","1687918X","16879198"
"863",6418,"American Journal of the Medical Sciences","journal",0.69,"Q2",74,210,775,3823,906,551,1.68,18.2,"United States","Medicine (miscellaneous) (Q2)","00029629","00029629",""
"864",6421,"Food Digestion","journal",0.69,"Q2",9,0,19,0,18,17,1.13,0,"Germany","Food Science (Q2); Gastroenterology (Q2)","18691986; 18691978","18691986","18691978"
"865",6477,"Clinics and Research in Hepatology and Gastroenterology","journal",0.685,"Q2",48,140,462,4064,738,380,2.1,29.03,"France","Gastroenterology (Q2)","22107401; 2210741X","22107401","2210741X"
"866",6489,"Paediatrics and international child health","journal",0.684,"Q2",36,80,174,1510,201,148,1.56,18.88,"United Kingdom","Pediatrics, Perinatology and Child Health (Q2)","20469055; 20469047","20469055","20469047"
"867",6512,"Mutation Research Letters","journal",0.681,"Q2",5,0,9,0,30,8,3.75,0,"Netherlands","Health, Toxicology and Mutagenesis (Q2); Molecular Biology (Q3)","01657992; 1873135X","01657992","1873135X"
"868",6520,"F1000 Medicine Reports","journal",0.68,"Q2",19,0,2,0,5,2,0,0,"United Kingdom","Medicine (miscellaneous) (Q2)","17575931","17575931",""
"869",6542,"Journal of Toxicology","journal",0.678,"Q2",21,23,76,1263,149,76,1.76,54.91,"Egypt","Pharmacology (Q2); Toxicology (Q2)","16878205; 16878191","16878205","16878191"
"870",6552,"Canadian Journal of Zoology","journal",0.677,"Q1",88,84,362,4884,453,343,1.33,58.14,"Canada","Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q2)","00084301; 14803283","00084301","14803283"
"871",6608,"Biochimica et Biophysica Acta - Clinical","journal",0.672,"Q2",8,48,80,2896,139,77,1.81,60.33,"Netherlands","Pathology and Forensic Medicine (Q2); Molecular Medicine (Q3); Physiology (medical) (Q3)","22146474","22146474",""
"872",6619,"Journal of Nutrigenetics and Nutrigenomics","journal",0.671,"Q2",20,18,70,933,112,59,1.57,51.83,"Switzerland","Food Science (Q2); Medicine (miscellaneous) (Q2); Genetics (Q3)","16616758; 16616499","16616758","16616499"
"873",6628,"Biomolecules","journal",0.67,"Q2",15,48,239,4351,383,236,1.76,90.65,"Switzerland","Medicine (miscellaneous) (Q2)","2218273X","2218273X",""
"874",6655,"Immunological Investigations","journal",0.668,"Q3",39,65,181,3377,332,180,1.86,51.95,"United States","Immunology (Q3)","08820139; 15324311","08820139","15324311"
"875",6697,"Autoimmunity Highlights","journal",0.663,"Q2",9,16,30,813,71,30,2.76,50.81,"Italy","Rheumatology (Q2); Immunology (Q3)","20380305; 20383274","20380305","20383274"
"876",6773,"Planta Medica","journal",0.654,"Q1",97,188,647,7241,1252,601,2.03,38.52,"Germany","Complementary and Alternative Medicine (Q1); Pharmaceutical Science (Q1); Analytical Chemistry (Q2); Drug Discovery (Q2); Organic Chemistry (Q2); Pharmacology (Q2); Molecular Medicine (Q3)","00320943; 14390221","00320943","14390221"
"877",6830,"AMB Express","journal",0.65,"Q2",19,126,237,5292,494,226,1.85,42,"Germany","Applied Microbiology and Biotechnology (Q2); Biophysics (Q2)","21910855","21910855",""
"878",6834,"American Journal of Critical Care","journal",0.649,"Q1",70,94,276,2048,392,213,1.66,21.79,"United States","Critical Care Nursing (Q1); Medicine (miscellaneous) (Q2)","10623264","10623264",""
"879",6898,"North American Journal of Medical Sciences","journal",0.644,"Q2",19,62,406,1563,631,339,1.58,25.21,"India","Medicine (miscellaneous) (Q2)","22501541; 19472714","22501541","19472714"
"880",6906,"Postgraduate Medical Journal","journal",0.644,"Q2",80,233,423,4123,562,309,1.87,17.7,"United Kingdom","Medicine (miscellaneous) (Q2)","00325473; 14690756","00325473","14690756"
"881",6975,"EPMA Journal","journal",0.638,"Q2",16,25,51,1540,157,50,3.2,61.6,"United Kingdom","Biochemistry (medical) (Q2); Drug Discovery (Q2); Health Policy (Q2)","18785077; 18785085","18785077","18785085"
"882",7066,"International Journal of General Medicine","journal",0.631,"Q2",20,56,224,1987,364,213,1.65,35.48,"New Zealand","Medicine (miscellaneous) (Q2)","11787074","11787074",""
"883",7073,"BMC Biochemistry","journal",0.63,"Q3",41,19,95,738,123,88,1.44,38.84,"United Kingdom","Biochemistry (Q3); Molecular Biology (Q3)","14712091","14712091",""
"884",7100,"Swiss Medical Weekly","journal",0.627,"Q2",58,20,531,75,772,468,1.59,3.75,"Switzerland","Medicine (miscellaneous) (Q2)","14243997; 14247860","14243997","14247860"
"885",7123,"Infectious Diseases in Obstetrics and Gynecology","journal",0.626,"Q2",36,21,49,877,58,49,1.04,41.76,"Egypt","Dermatology (Q2); Obstetrics and Gynecology (Q2); Infectious Diseases (Q3)","10647449; 10980997","10647449","10980997"
"886",7159,"Hepatitis Monthly","journal",0.623,"Q3",25,124,375,4650,622,321,1.68,37.5,"Netherlands","Hepatology (Q3); Infectious Diseases (Q3)","1735143X; 17353408","1735143X","17353408"
"887",7169,"Journal of Korean Medical Science","journal",0.621,"Q2",50,387,997,8993,1451,887,1.62,23.24,"South Korea","Medicine (miscellaneous) (Q2)","15986357; 10118934","15986357","10118934"
"888",7181,"Pain Research and Treatment","journal",0.62,"Q2",18,25,81,795,133,77,1.41,31.8,"Egypt","Anesthesiology and Pain Medicine (Q2); Neurology (clinical) (Q2)","20901542; 20901550","20901542","20901550"
"889",7256,"Nutrition Research and Practice","journal",0.614,"Q2",19,82,263,2988,503,257,1.9,36.44,"South Korea","Food Science (Q2); Nutrition and Dietetics (Q2)","19761457; 20056168","19761457","20056168"
"890",7315,"BMC Research Notes","journal",0.608,"Q2",47,518,2528,14499,3205,2401,1.22,27.99,"United Kingdom","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)","17560500","17560500",""
"891",7390,"Journal of Perinatal Medicine","journal",0.602,"Q2",56,121,331,4492,489,307,1.36,37.12,"Germany","Obstetrics and Gynecology (Q2); Pediatrics, Perinatology and Child Health (Q2)","16193997; 03005577","16193997","03005577"
"892",7398,"Nature Reviews Disease Primers","journal",0.601,"Q2",7,46,22,8503,36,22,1.64,184.85,"United Kingdom","Medicine (miscellaneous) (Q2)","2056676X","2056676X",""
"893",7430,"Medicine","journal",0.597,"Q2",125,3714,2735,104359,4409,2649,1.6,28.1,"United States","Medicine (miscellaneous) (Q2)","00257974; 15365964","00257974","15365964"
"894",7443,"Journal of Zhejiang University: Science B","journal",0.596,"Q1",38,103,371,4208,657,345,1.88,40.85,"China","Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)","16731581","16731581",""
"895",7484,"Yonsei Medical Journal","journal",0.593,"Q2",51,229,730,6324,1100,690,1.63,27.62,"South Korea","Medicine (miscellaneous) (Q2)","05135796; 19762437","05135796","19762437"
"896",7607,"Theoretical Biology and Medical Modelling","journal",0.581,"Q2",36,20,168,1191,236,156,1.61,59.55,"United Kingdom","Health Informatics (Q2); Medicine (miscellaneous) (Q2); Modeling and Simulation (Q2)","17424682","17424682",""
"897",7667,"Sensors","journal",0.576,"Q2",104,2143,4467,81171,12312,4428,2.93,37.88,"Switzerland","Analytical Chemistry (Q2); Atomic and Molecular Physics, and Optics (Q2); Electrical and Electronic Engineering (Q2); Medicine (miscellaneous) (Q2); Biochemistry (Q3)","14243210; 14248220","14243210","14248220"
"898",7697,"Journal of the International Society of Sports Nutrition","journal",0.574,"Q2",31,44,225,1796,361,208,1.3,40.82,"United Kingdom","Food Science (Q2); Nutrition and Dietetics (Q2); Sports Science (Q3)","15502783","15502783",""
"899",7712,"Journal of Global Infectious Diseases","journal",0.573,"Q3",16,30,151,852,149,96,1.71,28.4,"India","Infectious Diseases (Q3)","0974777X; 09748245","0974777X","09748245"
"900",7875,"Nephron","journal",0.561,"Q2",65,129,160,3273,222,113,1.96,25.37,"Switzerland","Nephrology (Q2)","00282766; 16608151","00282766","16608151"
"901",7934,"BioPsychoSocial Medicine","journal",0.557,"Q2",20,33,72,957,112,61,1.62,29,"United Kingdom","Psychiatry and Mental Health (Q2); Psychology (miscellaneous) (Q2); Social Psychology (Q2); Biological Psychiatry (Q4)","17510759","17510759",""
"902",7988,"Mutation Research","journal",0.553,"Q2",13,0,24,0,41,24,0,0,"Netherlands","Health, Toxicology and Mutagenesis (Q2); Genetics (Q3); Molecular Biology (Q4)","00275107","00275107",""
"903",8037,"Health Physics","journal",0.55,"Q2",60,190,586,3764,551,501,1.12,19.81,"United States","Health, Toxicology and Mutagenesis (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Epidemiology (Q3)","00179078","00179078",""
"904",8098,"Brazilian Journal of Medical and Biological Research","journal",0.545,"Q1",73,135,471,4497,695,471,1.67,33.31,"Brazil","Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Medicine (miscellaneous) (Q2); Biochemistry (Q3); Biophysics (Q3); Immunology (Q3); Neuroscience (miscellaneous) (Q3); Physiology (Q3); Cell Biology (Q4)","0100879X","0100879X",""
"905",8100,"Canadian Journal of Physiology and Pharmacology","journal",0.545,"Q3",72,109,504,4790,772,466,1.54,43.94,"Canada","Pharmacology (Q3); Physiology (Q3); Physiology (medical) (Q3)","12057541; 00084212","12057541","00084212"
"906",8104,"Journal of Food Science and Technology","journal",0.544,"Q2",37,450,1499,16286,2091,1442,1.39,36.19,"India","Food Science (Q2)","00221155","00221155",""
"907",8170,"Clinical Endoscopy","journal",0.539,"Q2",17,116,348,2660,539,311,1.52,22.93,"South Korea","Gastroenterology (Q2); Medicine (miscellaneous) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)","22342443; 22342400","22342443","22342400"
"908",8305,"Journal of Environmental and Public Health","journal",0.53,"Q2",19,34,147,1407,219,143,0.89,41.38,"Egypt","Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3)","16879813; 16879805","16879813","16879805"
"909",8334,"Journal of Applied Oral Science","journal",0.527,"Q2",29,85,276,2351,403,253,1.48,27.66,"Brazil","Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)","16787757","16787757",""
"910",8337,"Advances in Neonatal Care","journal",0.527,"Q2",32,75,228,2253,249,175,1.09,30.04,"United States","Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2)","15360903; 15360911","15360903","15360911"
"911",8367,"International Journal of Nephrology","journal",0.525,"Q3",18,24,86,895,106,85,1.3,37.29,"Egypt","Nephrology (Q3)","20902158; 2090214X","20902158","2090214X"
"912",8591,"International Journal of Hepatology","journal",0.509,"Q3",4,10,15,403,24,15,1.71,40.3,"Egypt","Hepatology (Q3)","20903456; 20903448","20903456","20903448"
"913",8594,"Methods in molecular biology (Clifton, N.J.)","journal",0.509,"Q3",104,3117,11477,86503,8609,10681,0.77,27.75,"United States","Genetics (Q3); Molecular Biology (Q4)","10643745","10643745",""
"914",8600,"Scoliosis","journal",0.508,"Q2",27,0,94,0,112,88,1.18,0,"United Kingdom","Orthopedics and Sports Medicine (Q2)","17487161","17487161",""
"915",8781,"Current obesity reports","journal",0.495,"Q2",5,9,43,0,56,43,1.3,0,"United States","Medicine (miscellaneous) (Q2)","21624968","21624968",""
"916",8858,"Tropical Medicine and Health","journal",0.491,"Q2",12,42,115,1322,111,104,1.06,31.48,"Japan","Public Health, Environmental and Occupational Health (Q2); Infectious Diseases (Q3)","13488945; 13494147","13488945","13494147"
"917",8881,"Saudi Journal of Gastroenterology","journal",0.489,"Q3",22,80,208,2295,237,159,1.39,28.69,"India","Gastroenterology (Q3)","19984049; 13193767","19984049","13193767"
"918",8967,"Journal of Medical Primatology","journal",0.484,"Q2",37,40,158,1325,116,143,0.88,33.13,"United Kingdom","Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)","16000684; 00472565","16000684","00472565"
"919",8975,"Acta Veterinaria Scandinavica","journal",0.484,"Q2",40,78,304,2224,360,215,1.07,28.51,"United Kingdom","Veterinary (miscellaneous) (Q2)","17510147; 0044605X","17510147","0044605X"
"920",9016,"Standards in Genomic Sciences","journal",0.481,"Q4",29,90,340,4132,396,308,1.12,45.91,"United States","Genetics (Q4)","19443277","19443277",""
"921",9131,"Toxicology Reports","journal",0.473,"Q3",11,105,298,4657,441,297,1.48,44.35,"Ireland","Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)","22147500","22147500",""
"922",9197,"Brazilian Journal of Microbiology","journal",0.469,"Q3",43,147,564,6417,781,563,1.2,43.65,"Brazil","Microbiology (Q3)","15178382","15178382",""
"923",9328,"Future Cardiology","journal",0.46,"Q3",24,66,267,3408,226,204,1.18,51.64,"United Kingdom","Cardiology and Cardiovascular Medicine (Q3); Molecular Medicine (Q3)","14796678","14796678",""
"924",9347,"Future Virology","journal",0.459,"Q4",23,81,334,4064,263,306,0.79,50.17,"United Kingdom","Virology (Q4)","17460794","17460794",""
"925",9433,"Probiotics and Antimicrobial Proteins","journal",0.454,"Q3",16,36,87,1038,129,85,1.73,28.83,"United States","Microbiology (Q3); Molecular Medicine (Q3); Molecular Biology (Q4)","18671314; 18671306","18671314","18671306"
"926",9479,"Shanghai Archives of Psychiatry","journal",0.451,"Q3",8,54,171,1105,165,170,0.91,20.46,"China","Neurology (Q3); Psychiatry and Mental Health (Q3)","10020829","10020829",""
"927",9498,"Medical Hypotheses","journal",0.45,"Q2",71,310,1209,13631,1342,1086,1.17,43.97,"United States","Medicine (miscellaneous) (Q2)","03069877","03069877",""
"928",9649,"Deutsches Ärzteblatt international","journal",0.441,"Q2",31,1176,2756,6323,1324,944,1.35,5.38,"Germany","Medicine (miscellaneous) (Q2)","18660452","18660452",""
"929",9813,"Clinical Medicine and Research","journal",0.43,"Q1",45,20,69,923,93,62,1.05,46.15,"United States","Community and Home Care (Q1); Medicine (miscellaneous) (Q2)","15546179; 15394182","15546179","15394182"
"930",9875,"Critical Reviews in Biomedical Engineering","journal",0.427,"Q2",41,7,66,984,109,64,1.05,140.57,"United States","Biomedical Engineering (Q2)","0278940X","0278940X",""
"931",9983,"Personalized Medicine","journal",0.42,"Q2",20,64,240,2994,212,209,0.84,46.78,"United Kingdom","Medicine (miscellaneous) (Q2); Pharmacology (Q3); Molecular Medicine (Q4)","17410541","17410541",""
"932",10040,"Journal of physiological anthropology","journal",0.417,"Q2",36,7,122,266,142,117,1.16,38,"Japan","Anthropology (Q2); Human Factors and Ergonomics (Q2); Orthopedics and Sports Medicine (Q3); Physiology (medical) (Q3); Public Health, Environmental and Occupational Health (Q3); Physiology (Q4)","18806791; 18806805","18806791","18806805"
"933",10783,"VirusDisease","journal",0.379,"Q3",10,62,190,1881,165,186,0.81,30.34,"India","Infectious Diseases (Q3); Virology (Q4)","23473584; 23473517","23473584","23473517"
"934",10898,"Interdisciplinary Toxicology","journal",0.375,"Q3",15,0,94,0,133,93,1.16,0,"Slovakia","Health, Toxicology and Mutagenesis (Q3); Pharmacology (Q3); Toxicology (Q3)","13379569; 13376853","13379569","13376853"
